Date|StockPrice
2019-11-25|180.97
2019-11-22|179.47
2019-11-21|179.89
2019-11-20|181.66
2019-11-19|182.77
2019-11-18|179.66
2019-11-15|179.77
2019-11-14|179.75
2019-11-13|179.11000000000007
2019-11-12|179.43944819129376
2019-11-11|179.23978262081272
2019-11-08|178.67073574494182
2019-11-07|178.13163870464308
2019-11-06|176.4744144696506
2019-11-05|176.07508332868855
2019-11-04|178.6507691878937
2019-11-01|180.62745833565583
2019-10-31|178.56091968117727
2019-10-30|178.95026754361524
2019-10-29|177.33297642271899
2019-10-28|179.53928097653426
2019-10-25|177.5526085502481
2019-10-24|175.86543447968347
2019-10-23|171.03352767404274
2019-10-22|170.57429686193643
2019-10-21|176.13498299983286
2019-10-18|175.4161869461012
2019-10-17|177.64245805696456
2019-10-16|177.57257510729622
2019-10-15|178.4511036174127
2019-10-14|177.06342790256963
2019-10-11|176.76392954684806
2019-10-10|174.58757482860494
2019-10-09|174.58757482860494
2019-10-08|172.13168831168838
2019-10-07|174.60754138565304
2019-10-04|175.68573546625055
2019-10-03|172.5809358452707
2019-10-02|169.54601917395917
2019-10-01|173.99856139568593
2019-09-30|171.72237389220228
2019-09-27|173.70904631848845
2019-09-26|175.35628727495688
2019-09-25|174.98690596956698
2019-09-24|174.18824368764288
2019-09-23|174.6175246641771
2019-09-20|173.76894598963275
2019-09-19|175.66576890920246
2019-09-18|174.99688924809104
2019-09-17|176.15494955688095
2019-09-16|175.81551808706323
2019-09-13|176.97357839585317
2019-09-12|177.68239117106077
2019-09-11|174.68740761384544
2019-09-10|176.05511677164043
2019-09-09|181.246421604147
2019-09-06|185.4294153057244
2019-09-05|184.42110417479523
2019-09-04|181.46605373167614
2019-09-03|178.900351150995
2019-08-30|180.51764227189128
2019-08-29|180.86705702023303
2019-08-28|178.37123738922028
2019-08-27|178.0817223120228
2019-08-26|177.29304330862277
2019-08-23|174.93698957694673
2019-08-22|179.78886293963555
2019-08-21|180.6374416141799
2019-08-20|178.9402842650912
2019-08-19|179.43944819129376
2019-08-16|177.93197313416204
2019-08-15|175.97525054344806
2019-08-14|172.97028370770863
2019-08-13|178.05441976274477
2019-08-12|175.70674517262512
2019-08-09|178.49305110866945
2019-08-08|179.34040711784212
2019-08-07|174.77465356253518
2019-08-06|171.94348760247584
2019-08-05|168.3347478928228
2019-08-02|176.868121349903
2019-08-01|178.61267783937615
2019-07-31|177.44631721498553
2019-07-30|180.96533687660855
2019-07-29|182.64011110650281
2019-07-26|183.11861802932972
2019-07-25|181.02515024196194
2019-07-24|182.75973783720954
2019-07-23|180.33729654039823
2019-07-22|180.0083230309547
2019-07-19|178.6824600989551
2019-07-18|179.96844745405247
2019-07-17|178.59274005092504
2019-07-16|178.752242358534
2019-07-15|180.0083230309547
2019-07-12|179.76906956954124
2019-07-11|180.17779423278924
2019-07-10|178.752242358534
2019-07-09|177.17715707089536
2019-07-08|175.64194736015898
2019-07-05|176.11048538876034
2019-07-03|176.31983216749714
2019-07-02|174.73477798563295
2019-07-01|173.35907058250552
2019-06-28|173.0101592846109
2019-06-27|170.69737582428073
2019-06-26|170.52790462244621
2019-06-25|170.74722029540854
2019-06-24|173.3092261113777
2019-06-21|172.90050144812972
2019-06-20|173.19956827489656
2019-06-19|170.15905553610045
2019-06-18|168.75344145029635
2019-06-17|169.03257048861207
2019-06-14|169.13225943086766
2019-06-13|168.82322370987526
2019-06-12|171.05625601640094
2019-06-11|169.78023755552914
2019-06-10|170.28865116103273
2019-06-07|169.52104630566456
2019-06-06|166.40078241306395
2019-06-05|164.87554159655312
2019-06-04|161.8250599635315
2019-06-03|158.10666241739722
2019-05-31|160.82817054097538
2019-05-30|162.25372241523058
2019-05-29|162.2238157325539
2019-05-28|163.20076736665888
2019-05-24|162.13409568452383
2019-05-23|161.00761063703544
2019-05-22|163.72911876061363
2019-05-21|163.35030078004232
2019-05-20|162.96151390524543
2019-05-17|163.5795853472302
2019-05-16|164.35715909682395
2019-05-15|162.03440674226826
2019-05-14|159.46638186730635
2019-05-13|156.57984227917083
2019-05-10|159.96406110664006
2019-05-09|159.0682384758394
2019-05-08|160.01382903057342
2019-05-07|159.46638186730635
2019-05-06|161.52677391814788
2019-05-03|161.2878878832677
2019-05-02|160.3721580828937
2019-05-01|162.03440674226826
2019-04-30|163.66679464728284
2019-04-29|163.38809427325597
2019-04-26|162.17375692928172
2019-04-25|159.62563922389313
2019-04-24|160.74044072000063
2019-04-23|160.90965166137408
