Date|StockPrice
2019-11-25|199.79
2019-11-22|198.82
2019-11-21|197.93
2019-11-20|197.51
2019-11-19|199.32
2019-11-18|197.4
2019-11-15|195.1
2019-11-14|193.2
2019-11-13|193.19
2019-11-12|194.47
2019-11-11|189.61
2019-11-08|190.84
2019-11-07|190.42
2019-11-06|191.55
2019-11-05|194.32
2019-11-04|194.72
2019-11-01|193.62
2019-10-31|191.65
2019-10-30|188.25
2019-10-29|189.31
2019-10-28|189.4
2019-10-25|187.89
2019-10-24|186.38
2019-10-23|186.15
2019-10-22|182.34
2019-10-21|189.76
2019-10-18|185.85
2019-10-17|190.39
2019-10-16|189.55
2019-10-15|188.89
2019-10-14|183.28
2019-10-11|184.19
2019-10-10|180.03
2019-10-09|179.85
2019-10-08|177.75
2019-10-07|179.68
2019-10-04|180.45
2019-10-03|179.38
2019-10-02|174.6
2019-10-01|175.81
2019-09-30|178.08
2019-09-27|177.1
2019-09-26|180.11
2019-09-25|182.8
2019-09-24|181.28
2019-09-23|186.82
2019-09-20|189.93
2019-09-19|190.14
2019-09-18|188.14
2019-09-17|188.08
2019-09-16|186.22
2019-09-13|187.19
2019-09-12|187.47
2019-09-11|188.49
2019-09-10|186.17
2019-09-09|188.76
2019-09-06|187.49
2019-09-05|190.9
2019-09-04|187.14
2019-09-03|182.39
2019-08-30|185.67
2019-08-29|185.57
2019-08-28|181.76
2019-08-27|181.3
2019-08-26|179.61
2019-08-23|177.75
2019-08-22|182.04
2019-08-21|183.55
2019-08-20|183.81
2019-08-19|186.22
2019-08-16|183.7
2019-08-15|182.59
2019-08-14|179.71
2019-08-13|188.45
2019-08-12|185.37
2019-08-09|187.85
2019-08-08|190.16
2019-08-07|185.15
2019-08-06|184.51
2019-08-05|181.73
2019-08-02|189.02
2019-08-01|192.73
2019-07-31|194.23
2019-07-30|197.04
2019-07-29|195.94
2019-07-26|199.75
2019-07-25|200.71
2019-07-24|204.66
2019-07-23|202.36
2019-07-22|202.32
2019-07-19|198.36
2019-07-18|200.78
2019-07-17|201.8
2019-07-16|203.84
2019-07-15|203.91
2019-07-12|204.87
2019-07-11|201.23
2019-07-10|202.73
2019-07-09|199.21
2019-07-08|195.76
2019-07-05|196.4
2019-07-03|197.2
2019-07-02|195.0
2019-07-01|193.0
2019-06-28|193.02
2019-06-27|189.5
2019-06-26|187.66
2019-06-25|188.84
2019-06-24|192.6
2019-06-21|191.14
2019-06-20|189.53
2019-06-19|187.48
2019-06-18|188.47
2019-06-17|189.01
2019-06-14|181.33
2019-06-13|177.47
2019-06-12|175.04
2019-06-11|178.1
2019-06-10|174.82
2019-06-07|173.35
2019-06-06|168.33
2019-06-05|168.17
2019-06-04|167.5
2019-06-03|164.15
2019-05-31|177.47
2019-05-30|183.01
2019-05-29|182.19
2019-05-28|184.31
2019-05-24|181.06
2019-05-23|180.87
2019-05-22|185.32
2019-05-21|184.82
