Date|StockPrice
2019-11-25|151.23
2019-11-22|149.59
2019-11-21|149.48
2019-11-20|149.62
2019-11-19|149.8799999999999
2019-11-18|149.83016955914616
2019-11-15|149.46142429682817
2019-11-14|147.55790145621378
2019-11-13|146.81044484340708
2019-11-12|146.57125872730893
2019-11-11|145.61451426291637
2019-11-08|145.46502294035503
2019-11-07|143.77078795132647
2019-11-06|143.57146618791137
2019-11-05|143.97010971474162
2019-11-04|144.05980450827843
2019-11-01|143.23261919010565
2019-10-31|142.8838061041292
2019-10-30|144.11960103730297
2019-10-29|142.3456373429084
2019-10-28|143.7010253341312
2019-10-25|140.2527588270496
2019-10-24|139.46543786155988
2019-10-23|136.77459405545576
2019-10-22|135.9075443846
2019-10-21|137.96055854777572
2019-10-18|136.9440175543586
2019-10-17|139.21628565729097
2019-10-16|139.93384400558543
2019-10-15|141.0948932774785
2019-10-14|139.0767604229004
2019-10-11|139.20631956912024
2019-10-10|138.62828645521637
2019-10-09|137.77120287253138
2019-10-08|135.20991821264704
2019-10-07|136.6550009974067
2019-10-04|137.6516098144823
2019-10-03|135.81784959106318
2019-10-02|134.19337721922994
2019-10-01|136.6051705565529
2019-09-30|138.55852383802107
2019-09-27|137.2629323758228
2019-09-26|139.06679433472962
2019-09-25|138.88740474765603
2019-09-24|136.91411928984633
2019-09-23|138.6681508078994
2019-09-20|138.9671334530221
2019-09-19|140.59160582485532
2019-09-18|138.05025334131253
2019-09-17|136.92408537801708
2019-09-16|135.86768003191696
2019-09-13|136.8543227608218
2019-09-12|137.05364452423694
2019-09-11|135.65839218033108
2019-09-10|135.61852782764808
2019-09-09|137.05364452423694
2019-09-06|138.62828645521637
2019-09-05|139.57506483143823
2019-09-04|137.16327149411524
2019-09-03|135.57866347496503
2019-08-30|137.39249152204263
2019-08-29|137.6516098144823
2019-08-28|135.10029124276875
2019-08-27|135.27968082984236
2019-08-26|134.99066427289043
2019-08-23|132.93765010971467
2019-08-22|137.31276281667658
2019-08-21|138.31933772192292
2019-08-20|136.79452623179725
2019-08-19|137.9406263714342
2019-08-16|135.66835826850183
2019-08-15|133.2266666666666
2019-08-14|133.5256493117893
2019-08-13|137.67154199082384
2019-08-12|134.8803657065943
2019-08-09|136.78750395062303
2019-08-08|137.95959932976567
2019-08-07|134.37378211052416
2019-08-06|133.78773442095283
2019-08-05|131.32434752241574
2019-08-02|135.9829300039234
2019-08-01|137.13515935969076
2019-07-31|135.3571502676015
2019-07-30|139.40981903616253
2019-07-29|140.0852638309227
2019-07-26|140.39318719323984
2019-07-25|139.25089084916013
2019-07-24|139.77734046860556
2019-07-23|138.35691979727164
2019-07-22|137.50268079213382
2019-07-19|135.70480567666922
2019-07-18|135.50614544291622
2019-07-17|135.3571502676015
2019-07-16|136.1617242143011
