Date|StockPrice
2019-11-25|266.37
2019-11-22|261.78
2019-11-21|262.01
2019-11-20|263.19
2019-11-19|266.29
2019-11-18|267.1
2019-11-15|265.76
2019-11-14|262.64
2019-11-13|264.47
2019-11-12|261.96
2019-11-11|262.2
2019-11-08|260.14
2019-11-07|259.43
2019-11-06|256.47000000000014
2019-11-05|256.3603292645002
2019-11-04|256.7292217384545
2019-11-01|255.05425050536473
2019-10-31|248.01538329964245
2019-10-30|242.53184652464634
2019-10-29|242.56175672523722
2019-10-28|248.3045152386877
2019-10-25|245.8419087233713
2019-10-24|242.8508886642825
2019-10-23|242.45208598973733
2019-10-22|239.24172445964868
2019-10-21|239.79007813714827
2019-10-18|235.70235072306028
2019-10-17|234.57573316747016
2019-10-16|233.6684570828799
2019-10-15|234.61561343492468
2019-10-14|235.1639671124243
2019-10-11|235.5029493857877
2019-10-10|229.40126846524657
2019-10-09|226.350428004976
2019-10-08|223.7283004198415
2019-10-07|226.3803382055669
2019-10-04|226.33048787124872
2019-10-03|220.1590164826622
2019-10-02|218.30458404602717
2019-10-01|223.91773169025046
2019-09-30|223.29958754470542
2019-09-27|218.16500310993632
2019-09-26|219.23180026434466
2019-09-25|220.36838788679842
2019-09-24|217.02841548748262
2019-09-23|218.06530244130005
2019-09-20|217.07826582180073
2019-09-19|220.29859741875302
2019-09-18|222.10317952106993
2019-09-17|220.03937568029863
2019-09-16|219.2417703312083
2019-09-13|218.09521264189092
2019-09-12|222.41723662727424
2019-09-11|222.92072500388753
2019-09-10|216.0513489348469
2019-09-09|213.5289220183487
2019-09-06|212.62164593375843
2019-09-05|212.64158606748572
2019-09-04|208.5638287202613
2019-09-03|205.0842753848547
2019-08-30|208.11517571139802
2019-08-29|208.384367516716
2019-08-28|204.914784248173
2019-08-27|203.54888508785578
2019-08-26|205.87191066708144
2019-08-23|202.03343492458413
2019-08-22|211.82404058466813
2019-08-21|212.0035017882134
2019-08-20|209.73032654330598
2019-08-19|209.7203564764423
2019-08-16|205.88188073394505
2019-08-15|201.1361289068575
2019-08-14|202.14310566008405
2019-08-13|208.34448724926148
2019-08-12|199.8799004820402
2019-08-09|200.3883738920853
2019-08-08|202.0533750583114
2019-08-07|197.69308249327187
2019-08-06|195.66688731498473
2019-08-05|192.03165478923424
2019-08-02|202.6393824873258
2019-08-01|207.01953971097598
2019-07-31|211.59834352073273
2019-07-30|207.3671712366625
2019-07-29|208.26108087414212
2019-07-26|206.33420898890827
2019-07-25|205.61908127892457
2019-07-24|207.25791561430387
2019-07-23|207.42676521249447
2019-07-22|205.81772786503115
2019-07-19|201.21905939666374
2019-07-18|204.2682844933998
2019-07-17|201.97391642386876
2019-07-16|203.11613429398162
2019-07-15|203.82132967465998
2019-07-12|201.92425477734213
2019-07-11|200.3847437350161
2019-07-10|201.85472847220478
2019-07-09|199.8781949404443
2019-07-08|198.66645076519416
2019-07-05|202.8479614027377
2019-07-03|203.02674333023364
2019-07-02|201.35811200693834
2019-07-01|200.32514975918411
2019-06-28|196.580661611075
2019-06-27|198.38834554464492
2019-06-26|198.4479395204769
2019-06-25|194.24656422432264
2019-06-24|197.23619534522675
2019-06-21|197.43484193133332
2019-06-20|198.1102403240957
2019-06-19|196.53099996454836
2019-06-18|197.10707506425746
2019-06-17|192.57793290102734
2019-06-14|191.4357150309145
2019-06-13|192.83617346296592
2019-06-12|192.87590278018723
2019-06-11|193.49170719711765
2019-06-10|191.27679776202925
2019-06-07|188.86324174083424
2019-06-06|183.96660339330697
2019-06-05|181.30473913947873
2019-06-04|178.42436364093328
2019-06-03|172.1272668613546
2019-05-31|173.88528914839785
2019-05-30|177.0934315140192
2019-05-29|176.17965721792888
2019-05-28|177.02390520888184
2019-05-24|177.75889757747623
2019-05-23|178.44422829954394
2019-05-22|181.54311504280665
2019-05-21|185.33726483744238
2019-05-20|181.85101725127186
2019-05-17|187.72102387072138
2019-05-16|188.79371543569695
2019-05-15|189.62803109734458
2019-05-14|187.3833246743402
2019-05-13|184.4632198585734
2019-05-10|195.84566924248065
2019-05-09|198.59692446005678
2019-05-08|200.75386594731725
2019-05-07|200.71428903929416
2019-05-06|206.27484461654362
2019-05-03|209.51025684743436
2019-05-02|206.93775782593104
2019-05-01|208.29326692572317
2019-04-30|198.54745332502785
2019-04-29|202.445778765306
2019-04-26|202.13905772812674
2019-04-25|203.1086919746934
2019-04-24|204.9688066517804
2019-04-23|205.28542191596543
2019-04-22|202.36662494925974
2019-04-18|201.70371173987235
2019-04-17|200.98143316845025
